12.9.2021 15:49:14:270,TP63174,B BOT_moral,EnterTP,-4,5, 1,1, 3,3,
12.9.2021 15:49:14:437,TP63174,B BOT_moral,Activated,-4,5, 1,1, 3,1,
12.9.2021 15:49:16:742,TP63174,A,Move,-5,3, 1,1, -3,7,5,1, 0,5, 0,1
12.9.2021 15:49:17:237,TP63174,C BOT_moral,EnterTP,5,3, 1,1, -2,6,
12.9.2021 15:49:18:99,TP63174,A,Move,-4,1, 1,1, -3,3,-3,4, -0,4, -3,6
12.9.2021 15:49:18:690,TP63174,A,Move,-3,6, 1,1, -3,5,0,9, -0,4, -3,5
12.9.2021 15:49:19:166,TP63174,A,Move,-3,2, 1,1, -3,5,0,9, -0,4, -3,5
12.9.2021 15:49:19:170,TP63174,C BOT_moral,TakeOff,5,3, 1,1, -0,7,
12.9.2021 15:49:19:194,TP63174,C BOT_moral,exitTP,-15,3, 0,6, -5,0,
12.9.2021 15:49:20:893,TP63174,B BOT_moral,Activated,-4,2, 1,1, 0,4,
12.9.2021 15:49:21:251,TP63174,A,Move,-1,1, 1,1, -3,5,5,0, 0,5, 0,1
12.9.2021 15:49:22:762,TP63174,A,Move,0,2, 1,1, -2,7,5,1, 0,5, 0,0
12.9.2021 15:49:23:991,TP63174,A,Move,1,3, 1,1, -2,1,5,1, 0,5, 0,0
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
12.9.2021 15:49:24:633,TP63174,A,Move,1,8, 1,1, -1,8,5,1, 0,5, 0,0
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
12.9.2021 15:49:25:168,TP63174,A,EnterTP,2,3, 1,1, -1,6,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
12.9.2021 15:49:25:950,TP63174,A,Move,3,0, 1,1, -1,2,5,4, 0,5, 0,2
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
12.9.2021 15:49:26:670,TP63174,C BOT_moral,Saved,-14,4, 1,7, -6,1,-4,2, 1,1, 0,4,B BOT_moral
12.9.2021 15:49:26:694,TP63174,B BOT_moral,exitTP,-8,8, 0,6, -10,5,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
-0.9,0.07,0.83,0.82,1.1,0.07,
-0.9,0.09,1,0.06,1,0.09,
